DATE,TRFVOLUSM227NFWA
1970-01-01,0.9691669777656752
1970-02-01,0.0
1970-03-01,0.3444368046513646
1970-04-01,0.96209222002416
1970-05-01,0.9703609418225838
1970-06-01,0.9668441554838068
1970-07-01,0.9701379169668314
1970-08-01,0.965080907573436
1970-09-01,0.9521109176903757
1970-10-01,0.9767411030648507
1970-11-01,0.9670101475943662
1970-12-01,0.9728924840795725
1971-01-01,0.9671349243252477
1971-02-01,0.9648034359236699
1971-03-01,0.9927233604650515
1971-04-01,0.9704067442270424
1971-05-01,0.963890001579222
1971-06-01,0.9649039797755651
1971-07-01,0.9724254776445844
1971-08-01,0.9646916315404811
1971-09-01,0.9532751697295737
1971-10-01,0.9765199052735918
1971-11-01,0.9665029921565249
1971-12-01,0.9724440055604765
1972-01-01,0.9695045122297807
1972-02-01,0.9657476673323635
1972-03-01,0.9911875918524004
1972-04-01,0.9633984033961246
1972-05-01,0.9684471673994441
1972-06-01,0.9672484444688997
1972-07-01,0.9691246649929012
1972-08-01,0.9666256974203051
1972-09-01,0.9540520309435963
1972-10-01,0.9752756761260184
1972-11-01,0.9659269510244712
1972-12-01,0.9734271526036218
1973-01-01,0.9683581529237986
1973-02-01,0.9666109559055501
1973-03-01,0.9912149258573368
1973-04-01,0.9637781757859384
1973-05-01,0.9671659986365558
1973-06-01,0.9664331720582011
1973-07-01,0.9708207409646638
1973-08-01,0.9683953033411705
1973-09-01,0.9513825404878339
1973-10-01,0.977569661115051
1973-11-01,0.9654752155104104
1973-12-01,0.9661254128661442
1974-01-01,0.9723367330996874
1974-02-01,0.9636935272362351
1974-03-01,0.9943118377339016
1974-04-01,0.9701120959081239
1974-05-01,0.9662827727729326
1974-06-01,0.9647728193798939
1974-07-01,0.9711097754225334
1974-08-01,0.9678571284109481
1974-09-01,0.9496391493608991
1974-10-01,0.9785554265772266
1974-11-01,0.9668562654969532
1974-12-01,0.9713264990152354
1975-01-01,0.9655301336311007
1975-02-01,0.964473828481135
1975-03-01,0.9942886379090228
1975-04-01,0.9659894237004855
1975-05-01,0.9697648453882249
1975-06-01,0.9654174494668973
1975-07-01,0.9692050825359997
1975-08-01,0.9669254520522519
1975-09-01,0.9514212432740073
1975-10-01,0.9793835108900696
1975-11-01,0.9658161950091204
1975-12-01,0.9724843728897379
1976-01-01,0.9669527444211359
1976-02-01,0.9671704410729227
1976-03-01,0.9912981470380601
1976-04-01,0.9656303006363364
1976-05-01,0.965307671350155
1976-06-01,0.9656295744333545
1976-07-01,0.9718527755947638
