Sales_quantity
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
-1.3018905
