ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1973-03-01,105793.89423455347,100593.2333399676,111504.89008744466,105793.89423455347,105793.89423455347,385.6230691823107,385.6230691823107,385.6230691823107,385.6230691823107,385.6230691823107,385.6230691823107,0.0,0.0,0.0,106179.51730373579
1973-04-01,106103.6937033902,100706.50586060282,112141.85447216891,106103.6937033902,106103.6937033902,446.626288578332,446.626288578332,446.626288578332,446.626288578332,446.626288578332,446.626288578332,0.0,0.0,0.0,106550.31999196854
1973-05-01,106403.49964097413,110958.49730623707,122078.15794858323,106403.49964097413,106403.49964097413,10084.13866000672,10084.13866000672,10084.13866000672,10084.13866000672,10084.13866000672,10084.13866000672,0.0,0.0,0.0,116487.63830098085
1973-06-01,106713.29910981083,110327.64108064612,121738.68840533371,106713.29910981083,106713.29910981083,9593.560285430138,9593.560285430138,9593.560285430138,9593.560285430138,9593.560285430138,9593.560285430138,0.0,0.0,0.0,116306.85939524097
1973-07-01,107013.10504739475,117608.2974777743,128268.12215492465,107013.10504739475,107013.10504739475,15980.787794650667,15980.787794650667,15980.787794650667,15980.787794650667,15980.787794650667,15980.787794650667,0.0,0.0,0.0,122993.89284204542
1973-08-01,107322.90451623146,118042.10991997055,128993.85759115272,107322.90451623146,107322.90451623146,16304.735999130353,16304.735999130353,16304.735999130353,16304.735999130353,16304.735999130353,16304.735999130353,0.0,0.0,0.0,123627.64051536181
1973-09-01,107632.70398506818,100636.55729830744,111470.67209930597,107632.70398506818,107632.70398506818,-1867.9022899779159,-1867.9022899779159,-1867.9022899779159,-1867.9022899779159,-1867.9022899779159,-1867.9022899779159,0.0,0.0,0.0,105764.80169509025
1973-10-01,107932.50992265208,108289.7057468069,119079.92952422214,107932.50992265208,107932.50992265208,5611.60268915868,5611.60268915868,5611.60268915868,5611.60268915868,5611.60268915868,5611.60268915868,0.0,0.0,0.0,113544.11261181076
1973-11-01,108242.30939148879,94534.64598637357,105539.38424761548,108242.30939148879,108242.30939148879,-8188.342235072218,-8188.342235072218,-8188.342235072218,-8188.342235072218,-8188.342235072218,-8188.342235072218,0.0,0.0,0.0,100053.96715641656
1973-12-01,108542.11532907271,96656.34175662154,107098.73755108415,108542.11532907271,108542.11532907271,-6697.245992543249,-6697.245992543249,-6697.245992543249,-6697.245992543249,-6697.245992543249,-6697.245992543249,0.0,0.0,0.0,101844.86933652946
1974-01-01,108851.91479790943,84857.18644009189,95928.06491026723,108851.91479790943,108851.91479790943,-18586.98340069993,-18586.98340069993,-18586.98340069993,-18586.98340069993,-18586.98340069993,-18586.98340069993,0.0,0.0,0.0,90264.9313972095
1974-02-01,109161.71426674613,76182.26174656983,87216.31801659823,109161.71426674613,109161.71426674613,-27342.515368927536,-27342.515368927536,-27342.515368927536,-27342.515368927536,-27342.515368927536,-27342.515368927536,0.0,0.0,0.0,81819.1988978186
1974-03-01,109441.53314182445,103923.1891689189,115090.95842661109,109441.53314182445,109441.53314182445,16.397130504593306,16.397130504593306,16.397130504593306,16.397130504593306,16.397130504593306,16.397130504593306,0.0,0.0,0.0,109457.93027232905
1974-04-01,109751.33261066115,104059.79733951119,115485.85486317375,109751.33261066115,109751.33261066115,149.63072003016816,149.63072003016816,149.63072003016816,149.63072003016816,149.63072003016816,149.63072003016816,0.0,0.0,0.0,109900.96333069132
1974-05-01,110051.13854824507,114329.74709135243,125357.03504249455,110051.13854824507,110051.13854824507,9821.566368456279,9821.566368456279,9821.566368456279,9821.566368456279,9821.566368456279,9821.566368456279,0.0,0.0,0.0,119872.70491670135
1974-06-01,110360.93801708177,114807.91462959432,125662.7215263218,110360.93801708177,110360.93801708177,9791.533185169868,9791.533185169868,9791.533185169868,9791.533185169868,9791.533185169868,9791.533185169868,0.0,0.0,0.0,120152.47120225165
1974-07-01,110660.7439546657,121267.51059548106,132223.41743196492,110660.7439546657,110660.7439546657,16132.394785324228,16132.394785324228,16132.394785324228,16132.394785324228,16132.394785324228,16132.394785324228,0.0,0.0,0.0,126793.13873998992
1974-08-01,110970.5434235024,122006.93803539644,133229.9517413212,110970.5434235024,110970.5434235024,16477.051319719663,16477.051319719663,16477.051319719663,16477.051319719663,16477.051319719663,16477.051319719663,0.0,0.0,0.0,127447.59474322206
1974-09-01,111280.3428923391,103876.57804267714,115288.2384158388,111280.3428923391,111280.3428923391,-1838.7949620354677,-1838.7949620354677,-1838.7949620354677,-1838.7949620354677,-1838.7949620354677,-1838.7949620354677,0.0,0.0,0.0,109441.54793030364
1974-10-01,111580.1488171438,111679.16937275497,122416.59885644294,111580.1488171438,111580.1488171438,5483.029190894146,5483.029190894146,5483.029190894146,5483.029190894146,5483.029190894146,5483.029190894146,0.0,0.0,0.0,117063.17800803794
1974-11-01,111889.9482727753,97713.91839522457,109038.81072447692,111889.9482727753,111889.9482727753,-8286.389012855387,-8286.389012855387,-8286.389012855387,-8286.389012855387,-8286.389012855387,-8286.389012855387,0.0,0.0,0.0,103603.55925991992
1974-12-01,112189.75419758,99822.76065586087,110781.25798552946,112189.75419758,112189.75419758,-6803.2372894975615,-6803.2372894975615,-6803.2372894975615,-6803.2372894975615,-6803.2372894975615,-6803.2372894975615,0.0,0.0,0.0,105386.51690808244
1975-01-01,112499.55365321151,88536.17596768013,99538.49455206959,112499.55365321151,112499.55365321151,-18299.700982104656,-18299.700982104656,-18299.700982104656,-18299.700982104656,-18299.700982104656,-18299.700982104656,0.0,0.0,0.0,94199.85267110686
1975-02-01,112809.35310884302,80002.58512275096,91099.42502700617,112809.35310884302,112809.35310884302,-26983.547974800094,-26983.547974800094,-26983.547974800094,-26983.547974800094,-26983.547974800094,-26983.547974800094,0.0,0.0,0.0,85825.80513404292
1975-03-01,113089.17197199404,107655.53111944665,118500.43336493817,113089.17197199404,113089.17197199404,-368.5454826213542,-368.5454826213542,-368.5454826213542,-368.5454826213542,-368.5454826213542,-368.5454826213542,0.0,0.0,0.0,112720.62648937269
1975-04-01,113398.97142762555,107722.61978463367,118533.3521930513,113398.97142762555,113398.97142762555,-146.35563390962415,-146.35563390962415,-146.35563390962415,-146.35563390962415,-146.35563390962415,-146.35563390962415,0.0,0.0,0.0,113252.61579371593
1975-05-01,113698.77735243025,117750.9009489905,128895.78313215244,113698.77735243025,113698.77735243025,9566.63132696189,9566.63132696189,9566.63132696189,9566.63132696189,9566.63132696189,9566.63132696189,0.0,0.0,0.0,123265.40867939213
1975-06-01,114008.57680806176,118712.91899611158,129588.44423676847,114008.57680806176,114008.57680806176,9999.032717089149,9999.032717089149,9999.032717089149,9999.032717089149,9999.032717089149,9999.032717089149,0.0,0.0,0.0,124007.60952515091
1975-07-01,114308.38273286643,125723.28841329896,136456.7971547216,114308.38273286643,114308.38273286643,16282.309595061608,16282.309595061608,16282.309595061608,16282.309595061608,16282.309595061608,16282.309595061608,0.0,0.0,0.0,130590.69232792805
1975-08-01,114618.18218849794,125734.36966042155,137364.33157451949,114618.18218849794,114618.18218849794,16641.677385801446,16641.677385801446,16641.677385801446,16641.677385801446,16641.677385801446,16641.677385801446,0.0,0.0,0.0,131259.8595742994
1975-09-01,114927.98164412947,107087.51187181426,118464.58252538889,114927.98164412947,114927.98164412947,-1811.6317415332112,-1811.6317415332112,-1811.6317415332112,-1811.6317415332112,-1811.6317415332112,-1811.6317415332112,0.0,0.0,0.0,113116.34990259625
1975-10-01,115227.78756893413,114954.00610301712,126386.92536999483,115227.78756893413,115227.78756893413,5348.119675527926,5348.119675527926,5348.119675527926,5348.119675527926,5348.119675527926,5348.119675527926,0.0,0.0,0.0,120575.90724446205
1975-11-01,115537.58702456564,101327.3588483554,112427.94474561886,115537.58702456564,115537.58702456564,-8380.24614576548,-8380.24614576548,-8380.24614576548,-8380.24614576548,-8380.24614576548,-8380.24614576548,0.0,0.0,0.0,107157.34087880015
1975-12-01,115837.39294937033,103573.28471544496,114505.52993821692,115837.39294937033,115837.39294937033,-6903.120123287607,-6903.120123287607,-6903.120123287607,-6903.120123287607,-6903.120123287607,-6903.120123287607,0.0,0.0,0.0,108934.27282608273
1976-01-01,116147.19240500184,92507.04263247328,103518.31229917351,116147.19240500184,116147.19240500184,-18003.743282019575,-18003.743282019575,-18003.743282019575,-18003.743282019575,-18003.743282019575,-18003.743282019575,0.0,0.0,0.0,98143.44912298227
1976-02-01,116456.99186063335,84132.18253475717,95448.19844407892,116456.99186063335,116456.99186063335,-26624.00142265892,-26624.00142265892,-26624.00142265892,-26624.00142265892,-26624.00142265892,-26624.00142265892,0.0,0.0,0.0,89832.99043797443
1976-03-01,116746.80425461121,112016.88429942475,123295.95863949368,116746.80425461121,116746.80425461121,738.8642618337841,738.8642618337841,738.8642618337841,738.8642618337841,738.8642618337841,738.8642618337841,0.0,0.0,0.0,117485.668516445
1976-04-01,117056.60371024272,112113.94937101357,122912.81396943226,117056.60371024272,117056.60371024272,744.1676408799354,744.1676408799354,744.1676408799354,744.1676408799354,744.1676408799354,744.1676408799354,0.0,0.0,0.0,117800.77135112266
1976-05-01,117356.4096262569,122145.86858400154,132986.4623286033,117356.4096262569,117356.4096262569,10354.066813111545,10354.066813111545,10354.066813111545,10354.066813111545,10354.066813111545,10354.066813111545,0.0,0.0,0.0,127710.47643936845
