ds,yhat
2019-01-09,1609.5889
2019-01-10,1691.0687
2019-01-11,1679.0638
2019-01-12,1574.0656
2020-01-01,1524.6102
2020-01-02,1684.3021
2020-01-03,1733.7297
2020-01-04,1655.1438
