ds,yhat
2019-01-05,1598.26
2019-01-06,1695.97
2019-01-07,1694.7089
2019-01-08,1735.7476
2019-01-09,1837.3727
2019-01-10,1733.2002
2019-01-11,1639.6046
2019-01-12,1638.3817
2020-01-01,1614.1394
2020-01-02,1729.63
2020-01-03,1650.7764
2020-01-04,1612.4939
