ds,yhat
2021-01-10,30023604.0
2021-01-11,30023604.0
2021-01-12,30023604.0
2022-01-01,30023604.0
2022-01-02,30023604.0
2022-01-03,30023604.0
2022-01-04,30023604.0
2022-01-05,30021502.0
2022-01-06,30021502.0
2022-01-07,30021502.0
2022-01-08,30021502.0
2022-01-09,30021502.0
2022-01-10,30021502.0
2022-01-11,30021502.0
2022-01-12,30021502.0
