ds,yhat
2019-01-05,31446920.0
2019-01-06,31355048.0
2019-01-07,38115330.0
2019-01-08,37330384.0
2019-01-09,33275192.0
2019-01-10,38490316.0
2019-01-11,36498948.0
2019-01-12,33029672.0
2020-01-01,43289030.0
2020-01-02,42114052.0
2020-01-03,34732410.0
2020-01-04,39180336.0
