ds,yhat
2009-03-01,2.5215255264878915
2009-04-01,-0.25201555762140243
2009-05-01,0.8567516711711125
2009-06-01,-0.17172785816029998
2009-07-01,0.24791212665934687
2009-08-01,0.006504370154094302
2009-09-01,-1.7205141307958614
2009-10-01,1.0309627028908903
2009-11-01,-1.2319481240412509
2009-12-01,0.1079205785894391
2010-01-01,-1.0871996337311323
2010-02-01,-0.8038263022873857
2010-03-01,2.5709365824111448
2010-04-01,-0.24329233461097788
2010-05-01,0.8582917034223518
2010-06-01,-0.17145597478278882
2010-07-01,0.24796012602488443
2010-08-01,0.006512844151707173
2010-09-01,-1.7205126347628463
2010-10-01,1.0309629670064688
2010-11-01,-1.2319480774132432
2010-12-01,0.10792058682133177
2011-01-01,-1.0871996322778414
2011-02-01,-0.8038263020308161
2011-03-01,2.5709365824564405
2011-04-01,-0.24329233460298116
2011-05-01,0.8582917034237636
2011-06-01,-0.17145597478253957
2011-07-01,0.24796012602492842
2011-08-01,0.006512844151714941
2011-09-01,-1.720512634762845
2011-10-01,1.030962967006469
2011-11-01,-1.2319480774132432
2011-12-01,0.10792058682133178
2012-01-01,-1.0871996322778414
2012-02-01,-0.8038263020308161
2012-03-01,2.5709365824564405
2012-04-01,-0.24329233460298116
2012-05-01,0.8582917034237636
2012-06-01,-0.17145597478253957
2012-07-01,0.24796012602492842
2012-08-01,0.006512844151714941
2012-09-01,-1.720512634762845
2012-10-01,1.030962967006469
2012-11-01,-1.2319480774132432
2012-12-01,0.10792058682133178
2013-01-01,-1.0871996322778414
2013-02-01,-0.8038263020308161
2013-03-01,2.5709365824564405
2013-04-01,-0.24329233460298116
2013-05-01,0.8582917034237636
2013-06-01,-0.17145597478253957
2013-07-01,0.24796012602492842
2013-08-01,0.006512844151714941
2013-09-01,-1.720512634762845
2013-10-01,1.030962967006469
2013-11-01,-1.2319480774132432
2013-12-01,0.10792058682133178
2014-01-01,-1.0871996322778414
2014-02-01,-0.8038263020308161
2014-03-01,2.5709365824564405
2014-04-01,-0.24329233460298116
2014-05-01,0.8582917034237636
2014-06-01,-0.17145597478253957
2014-07-01,0.24796012602492842
2014-08-01,0.006512844151714941
2014-09-01,-1.720512634762845
2014-10-01,1.030962967006469
2014-11-01,-1.2319480774132432
2014-12-01,0.10792058682133178
2015-01-01,-1.0871996322778414
2015-02-01,-0.8038263020308161
2015-03-01,2.5709365824564405
2015-04-01,-0.24329233460298116
2015-05-01,0.8582917034237636
2015-06-01,-0.17145597478253957
2015-07-01,0.24796012602492842
2015-08-01,0.006512844151714941
2015-09-01,-1.720512634762845
2015-10-01,1.030962967006469
2015-11-01,-1.2319480774132432
2015-12-01,0.10792058682133178
2016-01-01,-1.0871996322778414
2016-02-01,-0.8038263020308161
2016-03-01,2.5709365824564405
2016-04-01,-0.24329233460298116
2016-05-01,0.8582917034237636
2016-06-01,-0.17145597478253957
2016-07-01,0.24796012602492842
2016-08-01,0.006512844151714941
2016-09-01,-1.720512634762845
2016-10-01,1.030962967006469
2016-11-01,-1.2319480774132432
2016-12-01,0.10792058682133178
2017-01-01,-1.0871996322778414
2017-02-01,-0.8038263020308161
2017-03-01,2.5709365824564405
2017-04-01,-0.24329233460298116
2017-05-01,0.8582917034237636
2017-06-01,-0.17145597478253957
2017-07-01,0.24796012602492842
2017-08-01,0.006512844151714941
2017-09-01,-1.720512634762845
2017-10-01,1.030962967006469
2017-11-01,-1.2319480774132432
2017-12-01,0.10792058682133178
2018-01-01,-1.0871996322778414
2018-02-01,-0.8038263020308161
2018-03-01,2.5709365824564405
2018-04-01,-0.24329233460298116
2018-05-01,0.8582917034237636
2018-06-01,-0.17145597478253957
2018-07-01,0.24796012602492842
2018-08-01,0.006512844151714941
2018-09-01,-1.720512634762845
2018-10-01,1.030962967006469
2018-11-01,-1.2319480774132432
2018-12-01,0.10792058682133178
