ds,yhat
2019-01-05,29652792.0
2019-01-06,29652792.0
2019-01-07,29652792.0
2019-01-08,29652792.0
2019-01-09,29652792.0
2019-01-10,29652792.0
2019-01-11,29652792.0
2019-01-12,29652792.0
2020-01-01,29652792.0
2020-01-02,28874332.0
2020-01-03,28874332.0
2020-01-04,28874332.0
