ds,yhat,yhat_lower,yhat_upper
2015-01-01,-1.0205935806578161,-2.2713467312225477,0.07990357057370996
2015-01-02,-0.9612699034366784,-2.0586361914772935,0.17982597298255837
2015-01-03,-0.3597908824613383,-1.5131501221573838,0.7814375766199295
2015-01-04,-0.7125996303594074,-1.859697661115446,0.5028785448292296
2015-01-05,-0.7390983337410741,-1.9145680358869321,0.41714985692195733
2015-01-06,-0.7208707378453482,-1.946401209767882,0.38881403736975095
2015-01-07,-0.8329948863651154,-2.031634026976739,0.28294709832662246
2015-01-08,-0.809413715509898,-2.0222543367785497,0.40120033092504254
2015-01-09,-0.860628358392406,-1.9363604780286618,0.2855578631546925
2015-01-10,-0.2104623533517932,-1.3852892911665364,0.9617041263876936
2015-01-11,-0.3427557130841785,-1.4771453765424405,0.8931619830180564
2015-01-12,0.02965868446162845,-1.1559901647140511,1.2480215197498907
2016-01-01,-1.0332925500506036,-2.23411363559035,0.03139750226325261
2016-01-02,-0.3365562651866545,-1.4794130134362715,0.7854297719325563
2016-01-03,-0.6108574586856254,-1.8182508915691558,0.5739083117963164
2016-01-04,-0.5808045647610253,-1.634664886272429,0.6538993613205186
2016-01-05,-0.5324771969807881,-1.7276434876849942,0.6827699094267483
2016-01-06,-0.6445709726165046,-1.7896627514793857,0.5066564296952312
2016-01-07,-0.6536257101857632,-1.8217643656242104,0.5315793530789183
2016-01-08,-0.7716065460732603,-2.007722896290027,0.3456027934103504
2016-01-09,-0.22258998392136298,-1.3869054318886094,0.9322348156827008
2016-01-10,-0.48941666348891044,-1.6431622638006556,0.6842247504598615
2016-01-11,-0.2826650573717657,-1.5001111855375182,0.9269210288579052
2016-01-12,0.11970629558751888,-1.0058467501364796,1.303587062283496
2017-01-01,-0.6100832337013842,-1.7866877818128006,0.6688436616206169
2017-01-02,-0.49682352391097906,-1.6891004992437715,0.5722465033528504
2017-01-03,-0.3860032883109228,-1.4913261659588177,0.7697899172624958
2017-01-04,-0.46100823216658937,-1.5668899543389407,0.6199389852863506
2017-01-05,-0.46222975405510125,-1.6465310903994685,0.753824522235772
2017-01-06,-0.6044968155484816,-1.7119074725860992,0.580042167925997
2017-01-07,-0.1136418563229955,-1.1675934623494721,1.1097708241548232
2017-01-08,-0.47306659108916316,-1.6445127148171301,0.7340987429504083
2017-01-09,-0.3926649839539429,-1.4807610754154517,0.8086060318755393
2017-01-10,-0.14845303411899158,-1.29882376779618,1.0241529779346317
2017-01-11,0.08582942706467711,-1.0674609150889587,1.2634470672891085
2017-01-12,0.5731877144283001,-0.6339201471894987,1.7278401925544726
2018-01-01,-0.5194719348477552,-1.67100582180924,0.6393423304099978
2018-01-02,-0.3210812590925247,-1.515632638343393,0.9176570601378495
2018-01-03,-0.3279460457449639,-1.4528945894652545,0.8589365520471001
2018-01-04,-0.28533113161189805,-1.447370832444172,0.865918409629956
2018-01-05,-0.41214171289162804,-1.6102120546982948,0.7585342680555069
2018-01-06,0.06266653088224605,-1.1386183315554785,1.2628843244810488
2018-01-07,-0.34635053288988016,-1.4784262041553684,0.7597524329976427
2018-01-08,-0.34995287283230914,-1.5984629045679215,0.7817154266224453
2018-01-09,-0.2237860617510783,-1.4499398744376089,1.0022952284308837
2018-01-10,-0.13996092846123065,-1.323350302021123,1.0780486938649474
2018-01-11,0.1673985119642507,-1.046204677210823,1.3391679409774133
2018-01-12,0.4843805845383411,-0.6882546996279761,1.6033082903406337
2019-01-01,-0.36802552218618634,-1.4567829426463828,0.7906690735244584
2019-01-02,-0.28330045211916044,-1.4749782020086177,0.9129318851707295
2019-01-03,-0.16720355744292448,-1.2200836822243548,1.0637437078059995
2019-01-04,-0.24368562709068953,-1.3124342701420575,0.9113032054015673
2019-01-05,0.2540065320202658,-0.8061414480488682,1.4484357827943066
2019-01-06,-0.1629458570665221,-1.3791203245932209,1.0171458395176196
2019-01-07,-0.2076256719135292,-1.3635100915616676,0.9710143806081867
2019-01-08,-0.15684565702671072,-1.2550119997479805,1.0024244554889228
2019-01-09,-0.18265890706427546,-1.322218808932028,0.9961177340271729
2019-01-10,-0.017875028323587117,-1.1215647822869301,1.1238309733407639
